,ratingDescription,release year,user rating size,rating_G,rating_NR,rating_PG,rating_PG-13,rating_R,rating_TV-14,rating_TV-G,rating_TV-MA,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV,user rating score,,
418,90,2012,80,0,0,0,0,0,1,0,0,0,0,0,0,85,,
419,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,81,,
420,90,2012,80,0,0,0,0,0,1,0,0,0,0,0,0,67,,
421,90,2013,80,0,0,0,0,0,1,0,0,0,0,0,0,94,,
422,90,2015,80,0,0,0,0,0,1,0,0,0,0,0,0,88,,
425,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,72,,
427,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,92,,
428,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,97,,
429,70,2016,80,0,0,0,0,0,0,0,0,1,0,0,0,97,,
430,90,2015,80,0,0,0,0,0,1,0,0,0,0,0,0,72,,
431,100,2016,80,0,0,0,0,1,0,0,0,0,0,0,0,92,,
433,110,2017,80,0,0,0,0,0,0,0,1,0,0,0,0,98,,
436,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,86,,
437,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,80,,
438,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,95,,
439,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,67,,
442,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,95,,
443,90,2015,80,0,0,0,0,0,1,0,0,0,0,0,0,64,,
444,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,68,,
445,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,85,,
446,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,92,,
447,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,85,,
450,90,2012,80,0,0,0,0,0,1,0,0,0,0,0,0,74,,
451,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,68,,
452,90,2015,80,0,0,0,0,0,1,0,0,0,0,0,0,56,,
453,90,2010,80,0,0,0,0,0,1,0,0,0,0,0,0,81,,
454,90,2008,80,0,0,0,0,0,1,0,0,0,0,0,0,88,,
455,90,2013,80,0,0,0,0,0,1,0,0,0,0,0,0,81,,
456,90,2012,80,0,0,0,0,0,1,0,0,0,0,0,0,67,,
457,70,2014,80,0,0,0,0,0,0,0,0,1,0,0,0,82,,
458,90,2015,80,0,0,0,0,0,1,0,0,0,0,0,0,85,,
459,90,2017,80,0,0,0,0,0,1,0,0,0,0,0,0,70,,
460,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,71,,
461,90,2003,80,0,0,0,0,0,1,0,0,0,0,0,0,96,,
462,90,2005,80,0,0,0,0,0,1,0,0,0,0,0,0,88,,
463,90,2014,80,0,0,0,0,0,1,0,0,0,0,0,0,70,,
464,70,2014,80,0,0,0,0,0,0,0,0,1,0,0,0,93,,
465,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,71,,
466,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,97,,
467,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,97,,
468,90,2014,80,0,0,0,0,0,1,0,0,0,0,0,0,72,,
469,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,92,,
470,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,98,,
471,70,2015,80,0,0,0,0,0,0,0,0,1,0,0,0,77,,
472,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,61,,
473,70,2016,80,0,0,0,0,0,0,0,0,1,0,0,0,81,,
474,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,96,,
475,90,2011,80,0,0,0,0,0,1,0,0,0,0,0,0,86,,
476,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,93,,
477,90,2013,80,0,0,0,0,0,1,0,0,0,0,0,0,95,,
478,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,95,,
480,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,95,,
481,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,75,,
482,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,92,,
483,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,55,,
486,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,95,,
487,110,2017,80,0,0,0,0,0,0,0,1,0,0,0,0,74,,
489,90,2015,80,0,0,0,0,0,1,0,0,0,0,0,0,88,,
490,70,2016,80,0,0,0,0,0,0,0,0,1,0,0,0,65,,
491,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,81,,
492,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,81,,
493,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,82,,
494,110,2017,80,0,0,0,0,0,0,0,1,0,0,0,0,85,,
496,110,2017,80,0,0,0,0,0,0,0,1,0,0,0,0,70,,
497,110,2017,80,0,0,0,0,0,0,0,1,0,0,0,0,96,,
498,110,2016,80,0,0,0,0,0,0,0,1,0,0,0,0,88,,
499,90,2016,80,0,0,0,0,0,1,0,0,0,0,0,0,70,,
500,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,93,,
501,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
502,35,2005,80,1,0,0,0,0,0,0,0,0,0,0,0,92,,
504,60,2008,80,0,0,1,0,0,0,0,0,0,0,0,0,97,,
505,60,2009,80,0,0,1,0,0,0,0,0,0,0,0,0,97,,
510,35,2010,80,0,0,0,0,0,0,1,0,0,0,0,0,93,,
512,70,2014,80,0,0,0,0,0,0,0,0,1,0,0,0,77,,
513,35,2012,80,0,0,0,0,0,0,1,0,0,0,0,0,80,,
514,41,2007,80,0,0,0,0,0,0,0,0,0,0,1,0,65,,
515,42,2003,80,0,0,0,0,0,0,0,0,0,0,0,1,81,,
517,42,2010,80,0,0,0,0,0,0,0,0,0,0,0,1,80,,
518,70,2012,80,0,0,0,0,0,0,0,0,1,0,0,0,81,,
532,42,2016,80,0,0,0,0,0,0,0,0,0,0,0,1,96,,
539,42,2016,80,0,0,0,0,0,0,0,0,0,0,0,1,70,,
542,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,70,,
543,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,93,,
548,35,2016,80,0,0,0,0,0,0,1,0,0,0,0,0,81,,
550,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,91,,
551,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,64,,
552,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,95,,
553,60,1999,80,0,0,1,0,0,0,0,0,0,0,0,0,61,,
554,60,2008,80,0,0,1,0,0,0,0,0,0,0,0,0,67,,
555,35,2010,80,0,0,0,0,0,0,1,0,0,0,0,0,64,,
556,41,2007,80,0,0,0,0,0,0,0,0,0,0,1,0,83,,
557,42,2003,80,0,0,0,0,0,0,0,0,0,0,0,1,57,,
560,42,2010,80,0,0,0,0,0,0,0,0,0,0,0,1,57,,
566,42,2015,80,0,0,0,0,0,0,0,0,0,0,0,1,93,,
568,41,1998,80,0,0,0,0,0,0,0,0,0,0,1,0,91,,
572,10,2000,80,0,0,0,0,0,0,0,0,0,1,0,0,70,,
573,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,64,,
578,42,2016,80,0,0,0,0,0,0,0,0,0,0,0,1,91,,
579,42,2016,80,0,0,0,0,0,0,0,0,0,0,0,1,57,,
591,42,2016,80,0,0,0,0,0,0,0,0,0,0,0,1,64,,
594,42,2015,80,0,0,0,0,0,0,0,0,0,0,0,1,68,,
599,35,2016,80,1,0,0,0,0,0,0,0,0,0,0,0,81,,
600,60,1994,80,0,0,1,0,0,0,0,0,0,0,0,0,74,,
601,60,1997,80,0,0,1,0,0,0,0,0,0,0,0,0,70,,
602,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,72,,
603,35,2000,80,1,0,0,0,0,0,0,0,0,0,0,0,97,,
604,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,80,,
605,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
606,60,2004,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
609,60,2005,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
610,35,2005,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
612,60,2007,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
613,60,2008,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
614,60,2009,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
615,35,2010,80,0,0,0,0,0,0,1,0,0,0,0,0,85,,
616,35,2012,80,0,0,0,0,0,0,1,0,0,0,0,0,85,,
617,10,2015,80,0,0,0,0,0,0,0,0,0,1,0,0,85,,
618,35,2015,80,0,0,0,0,0,0,1,0,0,0,0,0,85,,
620,41,2016,80,0,0,0,0,0,0,0,0,0,0,1,0,85,,
621,10,2013,80,0,0,0,0,0,0,0,0,0,1,0,0,85,,
622,10,2007,80,0,0,0,0,0,0,0,0,0,1,0,0,85,,
623,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
626,42,2017,80,0,0,0,0,0,0,0,0,0,0,0,1,85,,
628,10,2007,80,0,0,0,0,0,0,0,0,0,1,0,0,85,,
629,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
630,41,2017,80,0,0,0,0,0,0,0,0,0,0,1,0,85,,
632,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
633,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
634,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
635,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
637,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
639,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
640,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
641,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
645,10,2016,80,0,0,0,0,0,0,0,0,0,1,0,0,85,,
649,35,2016,80,0,0,0,0,0,0,1,0,0,0,0,0,85,,
650,60,1994,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
651,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
652,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
653,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
654,35,2000,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
655,35,2000,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
656,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
657,60,2003,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
658,60,1982,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
659,35,2004,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
660,35,2005,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
661,60,2005,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
663,60,2007,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
664,60,2008,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
665,35,2010,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
666,10,2015,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
667,70,2008,80,0,0,0,0,0,0,0,0,1,0,0,0,84,,
670,10,1997,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
671,41,1998,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
674,10,2013,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
675,10,2007,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
676,10,2015,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
677,35,2012,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
678,60,2014,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
682,42,2016,80,0,0,0,0,0,0,0,0,0,0,0,1,84,,
684,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
685,42,2017,80,0,0,0,0,0,0,0,0,0,0,0,1,84,,
686,10,2007,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
687,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
689,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
691,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
692,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
694,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
695,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
696,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
698,10,2016,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
699,35,2016,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
700,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
701,35,1993,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
702,60,1994,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
703,35,1997,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
704,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
705,35,2000,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
706,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
707,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
708,60,1997,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
709,35,2005,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
710,35,2006,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
711,60,2007,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
712,60,2008,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
713,60,2009,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
714,35,2010,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
715,10,2015,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
716,35,2015,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
717,35,2012,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
718,10,1997,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
720,10,2013,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
721,10,2015,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
722,35,2012,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
724,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
725,60,2014,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
728,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
729,42,2017,80,0,0,0,0,0,0,0,0,0,0,0,1,84,,
730,10,2007,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
731,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
733,35,2015,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
734,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
735,35,2016,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
736,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
737,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
738,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
740,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
741,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
742,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
744,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
745,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
746,10,2016,80,0,0,0,0,0,0,0,0,0,1,0,0,85,,
748,35,2016,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
749,41,1990,80,0,0,0,0,0,0,0,0,0,0,1,0,85,,
750,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
751,35,1997,80,1,0,0,0,0,0,0,0,0,0,0,0,85,,
752,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
754,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
756,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
757,60,2000,80,0,0,1,0,0,0,0,0,0,0,0,0,85,,
759,35,1998,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
760,35,2000,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
761,35,1940,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
762,35,1986,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
766,35,1995,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
773,60,1999,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
774,35,2006,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
783,10,1997,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
784,41,1997,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
788,35,2014,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
793,35,2015,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
795,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
799,41,1990,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
800,60,1997,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
801,35,1997,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
802,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
803,35,1986,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
804,60,2002,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
805,35,1992,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
807,35,1995,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
814,60,1999,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
838,10,2007,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
839,60,2015,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
849,41,1990,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
850,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
851,35,1997,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
852,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
854,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
856,35,1999,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
857,60,2000,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
859,35,1998,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
860,35,2000,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
861,35,1940,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
862,35,1986,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
866,35,1995,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
873,60,1999,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
874,35,2006,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
883,10,1997,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
884,41,1997,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
888,35,2014,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
893,35,2015,80,0,0,0,0,0,0,1,0,0,0,0,0,84,,
895,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
899,41,1990,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
900,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
901,35,1993,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
902,35,1997,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
903,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
905,60,2000,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
907,35,1940,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
908,60,1987,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
911,60,2001,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
912,35,1992,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
914,35,1995,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
917,35,2003,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
920,60,1982,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
927,60,1999,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
928,35,2004,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
931,60,2005,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
932,35,2006,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
937,41,1997,80,0,0,0,0,0,0,0,0,0,0,1,0,84,,
941,35,2014,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
949,35,2016,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
950,60,1993,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
952,60,1997,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
953,35,1997,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
954,60,1998,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
957,60,2000,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
959,35,1986,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
960,60,1987,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
962,60,1994,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
964,35,1995,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,
966,60,1994,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
967,60,1995,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
970,60,1982,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
972,60,1994,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
973,60,1989,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
974,60,1999,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
979,70,2009,80,0,0,0,0,0,0,0,0,1,0,0,0,84,,
984,10,1997,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
986,10,2000,80,0,0,0,0,0,0,0,0,0,1,0,0,84,,
988,60,2014,80,0,0,1,0,0,0,0,0,0,0,0,0,84,,
991,41,2017,80,0,0,0,0,0,0,0,0,0,0,1,0,83,,
995,60,2016,80,0,0,1,0,0,0,0,0,0,0,0,0,83,,
999,35,2016,80,1,0,0,0,0,0,0,0,0,0,0,0,84,,